"protein_id","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"P06002",-1.09562743848828,17.0500392303794,-15.7099558545369,5.26665674082983e-09,8.78478344370416e-06,10.5077325867723
"Q9V4E7",-1.39747885563374,15.6676851137624,-11.5151788847452,1.43208805226584e-07,0.000119436143558971,7.8088822522949
"Q9W2N0",-0.532885038647706,16.2840950068443,-9.61909692880088,9.11450643574002e-07,0.000506766557827145,6.15057118923534
"Q0E8E8",-0.567182386897635,21.7396571202544,-7.84890897576552,6.81691351902504e-06,0.00284265293743344,4.26102135029475
"Q7JYH3",-0.427682607422867,19.2428728080408,-7.41841452807607,1.16910874645679e-05,0.00390014677817985,3.74252247482072
"A0A0B7P9G0",-0.564586413906392,14.7571622353989,-7.22355674001133,1.5031584400568e-05,0.00417878046335789,3.49952160672344
"Q9VU68",-0.591940801372402,19.3781374414581,-7.08389071841982,1.80497560996111e-05,0.00430099902487876,3.32207758166717
"P54185",0.471733552013703,17.3904454196719,6.9766775608608,2.08057791459681e-05,0.00430437486413121,3.18398472587666
"P10676",0.406714413769901,19.3817370793055,6.89441934860521,2.32250442309238e-05,0.00430437486413121,3.07691618594238
"Q9VM10",-0.390897980526901,17.1738876695003,-6.24498609804359,5.70779122869984e-05,0.00952059576947133,2.19671928419315
"Q9V3A8",-0.342503694816203,15.7274690398777,-6.12232300711579,6.8071432351676e-05,0.0101549098960601,2.02337952847713
"Q7JUS9",-0.61523525275328,20.5856564155254,-6.07349909008635,7.30569057270512e-05,0.0101549098960601,1.95374841112839
"Q7JYX5",-0.429588638333634,15.1085925690954,-5.98287358705713,8.33712137729642e-05,0.0106971680441003,1.82353777839121
"Q9VLB7",-0.352529471628412,21.3102133303724,-5.86801379428449,9.87226802057703e-05,0.0111841498222254,1.65670377854108
"O76902",-0.404527458849039,17.3478713594998,-5.85544363207177,0.000100576886890517,0.0111841498222254,1.63832300764992
"Q9VZX9",-0.389388586252274,18.4390897210659,-5.57671119575803,0.000152813370759834,0.0159307939017127,1.22452491576542
"Q9VM07",0.271952044830348,17.1203464918657,5.50793361125436,0.000169713955808359,0.0166519340169613,1.12059030444253
"Q23970",0.394229104390508,21.3776136121115,5.39045218814465,0.000203332129807425,0.0188421106954881,0.941387417093662
"Q9VAJ9",-0.504196945167958,17.8432400985038,-5.22962798874512,0.000261233518040513,0.0229335530574513,0.6926775636966
"A1ZB70",0.304659313508715,15.9635727533973,5.16677875065224,0.000288395822470088,0.0240522115940053,0.594425770826134
"Q9V3I2",-0.372013471393496,17.5501679490955,-5.09849730384013,0.000321319700575245,0.0255219647885481,0.487014362161495
"P00408",-0.25951920101603,21.3679963070753,-4.87935581204181,0.000456604704069987,0.0320538769615787,0.137660865149414
"Q7K148",-0.270125567296514,17.0263355031883,-4.87384007229339,0.000460700927739212,0.0320538769615787,0.128777955846957
"Q9VGW7",-0.270487817541197,16.8078182026861,-4.87316239528985,0.000461206862756529,0.0320538769615787,0.127686280145007
"Q9V3B6",0.594917757195388,13.0781141518043,4.79606299953825,0.000522767059207392,0.0340922458018409,0.0030596437794399
"P46415",-0.335787446928975,18.1247864423875,-4.78600512853143,0.000531413903386009,0.0340922458018409,-0.0132602992336999
"P05031",-0.600737922214011,13.5768487065002,-4.74509094279347,0.000568169461495648,0.0351002467323978,-0.0797939388933129
"Q9W4P5",-0.261700728791919,19.6496273972188,-4.59379196305635,0.000729038824701874,0.0434298842715259,-0.327836922617609
"Q9W2L6",-0.350052570769499,20.9919168128713,-4.50114307870269,0.000850581718856379,0.0446435393871285,-0.481244769074784
"A0A0B4K7J2",-0.313676441819805,15.7492393366093,-4.47589451526257,0.000887261264099422,0.0446435393871285,-0.523245484533859
"Q9W4W5",-0.276780853594396,17.3536950891445,-4.44878420894978,0.000928495273978579,0.0446435393871285,-0.568434194086656
"Q9VPN5",0.218688205472269,21.1534553322814,4.43454806009418,0.000950946639055677,0.0446435393871285,-0.592201080885886
